draw_id,date,n1,n2,n3,n4,n5,n6,strong
3385,02/09/2021,1,2,11,16,28,37,4
3384,31/08/2021,6,11,15,20,36,37,4
3383,28/08/2021,4,5,8,17,26,36,7
3382,24/08/2021,15,18,21,28,31,33,2
3381,21/08/2021,6,21,25,26,30,35,5
3380,17/08/2021,4,11,25,26,28,37,7
3379,14/08/2021,2,12,13,23,25,30,7
3378,10/08/2021,3,9,10,17,24,32,3
3377,07/08/2021,13,17,18,23,25,27,3
3376,05/08/2021,2,4,10,11,18,35,6
3375,03/08/2021,1,11,21,23,27,36,1
3374,31/07/2021,16,24,28,34,35,36,1
3373,27/07/2021,15,18,23,25,29,37,3
3372,24/07/2021,10,16,19,23,24,28,6
3371,22/07/2021,4,12,20,30,35,37,7
3370,20/07/2021,2,11,13,27,28,31,1
3369,18/07/2021,11,13,14,17,21,23,1
3368,13/07/2021,8,9,23,24,28,33,3
3367,10/07/2021,2,8,15,16,23,33,4
3366,06/07/2021,8,11,14,16,18,29,5
3365,03/07/2021,2,10,13,16,32,37,6
3364,01/07/2021,2,13,19,20,22,25,6
3363,29/06/2021,7,12,13,21,28,35,6
3362,26/06/2021,3,4,9,19,22,26,1
3361,22/06/2021,3,6,8,13,18,27,5
3360,19/06/2021,12,18,20,26,29,37,6
3359,17/06/2021,1,2,8,19,28,30,4
3358,15/06/2021,3,16,22,25,26,37,5
3357,12/06/2021,2,10,19,32,33,37,6
3356,08/06/2021,2,5,22,26,30,33,4
3355,05/06/2021,7,9,10,21,24,33,2
3354,03/06/2021,8,14,15,20,32,33,6
3353,01/06/2021,4,6,13,14,16,31,5
3352,29/05/2021,9,11,15,21,23,24,2
3351,25/05/2021,4,9,13,14,25,34,4
3350,22/05/2021,1,5,10,21,22,33,7
3349,18/05/2021,1,13,14,17,19,20,4
3348,15/05/2021,1,5,9,24,36,37,1
3347,11/05/2021,4,6,14,20,28,31,6
3346,08/05/2021,10,11,12,20,26,35,3
3345,06/05/2021,4,8,13,17,28,29,4
3344,04/05/2021,11,22,23,25,32,34,6
3343,01/05/2021,2,5,11,18,24,25,5
3342,27/04/2021,2,15,19,33,34,36,7
3341,24/04/2021,1,2,13,14,22,36,7
3340,22/04/2021,3,5,13,23,24,35,1
3339,20/04/2021,1,3,4,13,20,37,5
3338,17/04/2021,2,6,10,11,16,35,6
3337,12/04/2021,2,5,6,7,15,30,7
3336,10/04/2021,2,7,8,10,30,31,1
3335,06/04/2021,5,13,15,21,22,33,7
3334,03/04/2021,3,5,7,9,19,27,5
3333,30/03/2021,1,7,16,23,28,34,5
3332,25/03/2021,1,5,25,27,28,31,4
3331,23/03/2021,8,16,22,26,28,34,7
3330,20/03/2021,11,12,18,33,35,36,5
3329,16/03/2021,4,5,14,17,24,32,5
3328,13/03/2021,1,6,12,14,18,34,3
3327,09/03/2021,1,5,24,25,29,35,3
3326,06/03/2021,7,13,15,22,29,34,1
3325,04/03/2021,7,20,24,26,27,37,4
3324,02/03/2021,8,15,19,23,27,37,7
3323,28/02/2021,14,16,22,23,29,30,6
3322,23/02/2021,4,12,13,15,16,24,2
3321,20/02/2021,8,10,15,20,23,32,7
3320,16/02/2021,5,9,18,21,30,33,7
3319,13/02/2021,5,22,26,31,33,36,5
3318,09/02/2021,3,7,12,13,20,31,7
3317,06/02/2021,3,16,18,20,30,36,3
3316,02/02/2021,6,21,28,30,32,35,1
3315,30/01/2021,14,17,19,20,28,29,3
3314,26/01/2021,2,4,17,31,33,35,3
3313,23/01/2021,3,7,12,16,23,37,6
3312,19/01/2021,6,14,17,22,24,33,1
3311,16/01/2021,1,9,17,22,33,36,1
3310,12/01/2021,2,9,11,13,35,37,2
3309,09/01/2021,12,24,25,28,34,37,3
3308,05/01/2021,5,12,14,16,17,24,2
3307,02/01/2021,6,19,20,25,27,32,3
3306,29/12/2020,12,13,16,21,25,33,3
3305,26/12/2020,1,10,17,20,35,36,7
3304,22/12/2020,1,5,12,27,32,36,1
3303,19/12/2020,3,9,11,22,26,34,5
3302,15/12/2020,3,8,9,16,20,21,5
3301,12/12/2020,3,5,19,20,31,37,7
3300,08/12/2020,8,10,16,18,23,30,7
3299,05/12/2020,1,15,21,25,33,37,3
3298,03/12/2020,9,16,19,23,26,33,7
3297,01/12/2020,3,4,12,16,22,31,3
3296,28/11/2020,5,8,9,11,18,22,1
3295,24/11/2020,1,5,22,27,28,29,5
3294,21/11/2020,2,13,21,22,23,25,1
3293,19/11/2020,4,17,25,27,34,37,3
3292,17/11/2020,2,20,24,25,32,34,3
3291,14/11/2020,9,19,22,24,29,34,7
3290,10/11/2020,5,6,12,18,23,31,2
3289,07/11/2020,5,10,14,23,26,35,2
3288,03/11/2020,1,17,23,24,32,37,1
3287,31/10/2020,5,11,14,24,30,36,7
3286,27/10/2020,3,17,19,22,23,28,3
3285,24/10/2020,20,22,31,32,36,37,3
3284,20/10/2020,2,8,15,22,24,35,3
3283,17/09/2020,5,10,12,14,24,29,5
3282,15/09/2020,1,8,14,19,29,37,6
3281,12/09/2020,2,5,12,17,23,32,4
3280,08/09/2020,5,6,13,16,20,28,3
3279,05/09/2020,6,19,23,28,33,34,3
3278,03/09/2020,4,6,24,26,35,36,1
3277,01/09/2020,4,5,8,13,17,28,5
3276,29/08/2020,3,6,14,22,32,37,1
3275,25/08/2020,2,12,19,20,21,36,5
3274,22/08/2020,11,12,29,31,34,35,7
3273,20/08/2020,2,6,7,19,24,28,1
3272,18/08/2020,6,20,21,24,30,31,3
3271,15/08/2020,1,12,14,17,24,28,1
3270,11/08/2020,15,18,21,24,28,34,2
3269,08/08/2020,5,9,14,27,29,34,2
3268,06/08/2020,10,20,24,26,28,35,6
3267,04/08/2020,4,17,20,21,33,34,6
3266,01/08/2020,4,6,7,15,16,34,6
3265,28/07/2020,1,3,11,13,25,34,3
3264,25/07/2020,12,13,17,21,23,25,6
3263,21/07/2020,3,6,10,12,30,36,5
3262,18/07/2020,4,9,12,30,31,33,5
3261,14/07/2020,6,20,22,30,32,33,5
3260,11/07/2020,10,12,18,28,34,37,4
3259,07/07/2020,1,7,9,21,31,36,4
3258,04/07/2020,1,4,8,27,28,33,7
3257,02/07/2020,10,12,13,24,25,31,7
3256,30/06/2020,22,24,26,27,28,29,2
3255,27/06/2020,1,6,13,21,25,28,1
3254,23/06/2020,1,3,18,19,25,30,1
3253,20/06/2020,3,5,10,11,18,23,2
3252,18/06/2020,5,6,8,18,20,30,5
3251,16/06/2020,18,19,28,30,32,35,3
3250,13/06/2020,5,12,15,22,24,31,5
3249,09/06/2020,13,14,21,24,27,30,3
3248,06/06/2020,7,8,18,23,25,37,6
3247,04/06/2020,5,15,26,28,32,37,3
3246,02/06/2020,2,13,22,23,25,30,6
3245,30/05/2020,1,13,25,27,33,37,5
3244,26/05/2020,9,16,22,26,30,36,6
3243,23/05/2020,5,8,10,12,14,22,4
3242,19/05/2020,20,21,23,26,29,33,5
3241,16/05/2020,10,11,14,19,24,35,6
3240,12/05/2020,2,7,12,20,21,29,3
3239,09/05/2020,8,9,13,24,26,34,1
3238,07/05/2020,5,7,10,13,20,29,3
3237,05/05/2020,1,2,6,8,20,37,1
3236,02/05/2020,1,13,16,32,33,37,2
3235,25/04/2020,15,16,18,20,28,37,4
3234,17/03/2020,3,7,9,23,25,33,5
3233,14/03/2020,11,13,17,18,32,35,7
3232,10/03/2020,11,19,23,27,30,36,1
3231,07/03/2020,14,19,21,22,23,32,5
3230,05/03/2020,4,10,15,18,26,32,6
3229,03/03/2020,2,4,20,23,25,35,5
3228,29/02/2020,7,21,25,27,30,31,6
3227,25/02/2020,6,16,18,28,33,37,2
3226,22/02/2020,1,15,22,23,29,33,3
3225,18/02/2020,7,8,15,20,27,29,4
3224,15/02/2020,4,8,10,14,21,35,2
3223,11/02/2020,5,6,12,16,25,33,1
3222,08/02/2020,1,19,20,32,34,35,4
3221,06/02/2020,5,9,13,14,17,33,2
3220,04/02/2020,9,21,25,27,32,34,4
3219,01/02/2020,8,12,26,28,32,33,3
3218,28/01/2020,12,14,16,17,31,36,5
3217,25/01/2020,3,4,17,22,27,34,7
3216,21/01/2020,1,4,6,30,35,36,4
3215,18/01/2020,5,9,12,28,30,36,1
3214,16/01/2020,8,21,23,24,36,37,2
3213,14/01/2020,6,16,23,25,27,30,6
3212,11/01/2020,7,14,16,31,32,35,3
3211,07/01/2020,2,6,9,27,35,37,7
3210,04/01/2020,1,7,12,18,31,33,3
3209,31/12/2019,1,5,8,15,17,31,2
3208,28/12/2019,2,17,18,29,31,32,2
3207,24/12/2019,2,11,16,21,22,31,7
3206,21/12/2019,1,6,7,16,26,36,1
3205,19/12/2019,4,13,15,22,30,37,2
3204,17/12/2019,2,5,12,14,29,33,3
3203,14/12/2019,2,3,5,9,24,32,6
3202,10/12/2019,6,15,28,31,34,35,2
3201,07/12/2019,2,15,20,26,27,30,7
3200,05/12/2019,8,9,10,17,30,34,4
3199,03/12/2019,9,10,16,20,32,34,3
3198,30/11/2019,6,17,20,25,33,36,3
3197,26/11/2019,2,5,8,22,24,29,5
3196,23/11/2019,6,7,14,19,20,28,1
3195,21/11/2019,4,7,9,14,20,22,4
3194,19/11/2019,2,10,15,17,18,24,1
3193,16/11/2019,3,8,31,32,34,35,5
3192,12/11/2019,2,6,14,19,27,29,3
3191,09/11/2019,10,16,19,30,34,37,4
3190,07/11/2019,1,19,21,26,30,33,3
3189,05/11/2019,9,11,14,19,23,33,2
3188,02/11/2019,1,11,27,29,33,37,6
3187,29/10/2019,3,13,20,26,29,35,1
3186,26/10/2019,1,15,19,23,28,32,3
3185,22/10/2019,5,14,15,19,20,31,3
3184,19/10/2019,4,5,10,16,17,18,3
3183,15/10/2019,3,4,6,8,14,35,1
3182,12/10/2019,1,5,12,22,34,37,6
3181,10/10/2019,8,14,16,26,32,35,2
3180,05/10/2019,6,8,12,13,32,35,4
3179,02/10/2019,1,22,32,33,35,37,4
3178,28/09/2019,3,19,25,30,33,34,6
3177,24/09/2019,5,6,7,14,26,37,4
3176,21/09/2019,2,11,22,32,35,37,3
3175,17/09/2019,2,8,16,19,29,33,7
3174,14/09/2019,7,16,17,27,32,37,6
3173,10/09/2019,3,12,13,17,18,36,5
3172,07/09/2019,6,10,29,32,33,34,3
3171,05/09/2019,1,7,10,24,28,37,7
3170,03/09/2019,1,4,6,17,20,34,1
3169,31/08/2019,1,3,18,21,23,36,3
3168,27/08/2019,2,6,9,12,16,18,2
3167,24/08/2019,4,5,6,9,20,37,6
3166,20/08/2019,9,16,21,25,27,36,5
3165,17/08/2019,11,13,17,24,34,36,1
3164,13/08/2019,1,13,15,27,31,35,4
3163,11/08/2019,11,17,25,33,35,36,3
3162,08/08/2019,6,10,22,25,30,37,1
3161,06/08/2019,1,14,25,29,30,33,3
3160,03/08/2019,11,19,20,27,30,37,5
3159,30/07/2019,6,10,11,24,32,36,4
3158,27/07/2019,4,13,17,28,35,37,3
3157,23/07/2019,1,10,28,31,32,35,6
3156,20/07/2019,14,17,25,26,29,35,7
3155,16/07/2019,3,4,7,18,22,23,2
3154,13/07/2019,13,15,16,28,31,32,6
3153,09/07/2019,1,10,12,14,27,29,2
3152,06/07/2019,4,18,19,23,24,37,5
3151,04/07/2019,8,18,26,29,31,36,4
3150,02/07/2019,1,28,29,30,32,34,5
3149,29/06/2019,10,11,14,24,27,35,3
3148,25/06/2019,17,22,26,28,34,36,5
3147,22/06/2019,3,10,11,17,24,36,7
3146,20/06/2019,4,11,16,25,35,36,6
3145,18/06/2019,1,9,13,19,20,34,5
3144,15/06/2019,4,7,8,9,16,31,1
3143,11/06/2019,4,13,17,19,25,37,1
3142,09/06/2019,3,13,14,20,22,23,3
3141,06/06/2019,10,12,15,19,27,28,3
3140,04/06/2019,1,6,19,22,25,32,5
3139,01/06/2019,4,5,19,24,31,37,6
3138,28/05/2019,1,4,11,14,17,22,2
3137,25/05/2019,3,10,16,25,29,32,1
3136,21/05/2019,17,20,22,24,28,32,7
3135,18/05/2019,3,27,29,31,32,33,3
3134,16/05/2019,1,8,13,21,25,31,5
3133,14/05/2019,1,12,16,20,30,36,6
3132,11/05/2019,6,18,19,23,24,28,4
3131,06/05/2019,7,8,11,14,16,22,5
3130,04/05/2019,9,10,11,13,15,21,3
3129,30/04/2019,1,12,17,21,25,26,2
3128,28/04/2019,8,19,26,30,31,36,2
3127,23/04/2019,2,8,15,27,31,35,4
3126,20/04/2019,1,8,15,22,31,35,4
3125,16/04/2019,12,13,15,17,25,31,2
3124,13/04/2019,10,13,14,19,20,25,6
3123,09/04/2019,1,3,6,9,14,28,1
3122,06/04/2019,3,4,5,18,23,29,4
3121,04/04/2019,4,5,19,25,31,32,3
3120,02/04/2019,1,11,17,21,33,34,1
3119,30/03/2019,4,6,10,18,22,25,6
3118,26/03/2019,1,15,20,22,23,31,4
3117,23/03/2019,3,5,7,18,23,27,7
3116,19/03/2019,3,22,24,25,28,37,6
3115,16/03/2019,7,11,12,25,28,31,6
3114,12/03/2019,6,20,25,30,33,35,1
3113,09/03/2019,12,14,15,18,20,21,5
3112,07/03/2019,11,14,19,20,21,26,2
3111,05/03/2019,2,21,25,27,28,36,6
3110,02/03/2019,20,25,28,34,36,37,6
3109,26/02/2019,5,6,12,16,29,34,5
3108,23/02/2019,12,15,21,24,30,32,7
3107,19/02/2019,3,9,23,24,25,26,2
3106,16/02/2019,3,9,11,13,21,25,7
3105,12/02/2019,10,11,17,21,23,32,7
3104,09/02/2019,3,7,9,21,22,33,7
3103,07/02/2019,4,13,18,22,28,34,3
3102,05/02/2019,1,6,12,17,22,26,6
3101,02/02/2019,11,18,19,25,35,37,5
3100,29/01/2019,1,13,20,25,31,33,2
3099,26/01/2019,11,12,26,34,36,37,2
3098,22/01/2019,3,10,13,17,33,37,2
3097,19/01/2019,4,9,17,26,27,37,2
3096,15/01/2019,6,7,17,28,33,36,7
3095,12/01/2019,8,15,20,24,25,33,4
3094,08/01/2019,5,8,14,15,18,25,3
3093,05/01/2019,6,9,13,20,26,36,7
3092,03/01/2019,8,14,20,23,24,28,4
3091,01/01/2019,7,13,15,16,20,31,7
3090,29/12/2018,3,7,11,17,19,31,6
3089,27/12/2018,12,13,19,21,35,36,6
3088,25/12/2018,6,9,10,11,18,29,5
3087,22/12/2018,16,17,19,29,34,37,4
3086,18/12/2018,3,16,19,22,25,26,2
3085,15/12/2018,1,3,4,13,23,28,5
3084,13/12/2018,1,10,18,25,31,36,6
3083,11/12/2018,15,21,23,27,36,37,3
3082,08/12/2018,8,11,13,18,25,31,6
3081,04/12/2018,1,3,7,9,15,22,2
3080,01/12/2018,7,8,25,31,32,35,7
3079,27/11/2018,3,5,8,18,19,29,2
3078,24/11/2018,2,12,14,18,22,25,7
3077,20/11/2018,3,5,16,18,21,26,2
3076,17/11/2018,6,16,23,24,30,33,1
3075,13/11/2018,9,20,25,27,34,37,2
3074,10/11/2018,16,18,20,22,24,25,4
3073,06/11/2018,8,9,13,14,27,29,5
3072,03/11/2018,2,7,9,19,24,25,7
3071,01/11/2018,4,8,13,20,27,29,6
3070,30/10/2018,6,7,11,17,22,29,6
3069,27/10/2018,11,17,19,25,27,28,2
3068,23/10/2018,4,16,23,29,35,36,4
3067,20/10/2018,7,20,21,25,35,37,3
3066,16/10/2018,8,13,14,27,30,37,6
3065,13/10/2018,1,5,15,17,23,37,5
3064,09/10/2018,6,16,21,27,28,29,1
3063,06/10/2018,1,3,13,17,21,32,1
3062,04/10/2018,7,14,18,27,34,37,7
3061,02/10/2018,4,12,21,24,35,37,7
3060,29/09/2018,1,8,15,16,20,31,6
3059,25/09/2018,6,13,22,25,29,37,5
3058,22/09/2018,7,11,18,20,21,22,1
3057,17/09/2018,2,12,16,17,28,36,4
3056,15/09/2018,4,8,13,18,21,32,7
3055,12/09/2018,7,8,11,20,30,37,7
3054,08/09/2018,4,6,20,23,28,34,2
3053,06/09/2018,1,4,7,8,12,16,1
3052,04/09/2018,7,9,12,16,27,33,4
3051,01/09/2018,9,18,24,28,30,36,7
3050,28/08/2018,1,4,27,34,36,37,7
3049,25/08/2018,10,13,18,26,31,33,4
3048,21/08/2018,1,5,11,12,22,27,2
3047,18/08/2018,1,3,18,20,23,37,4
3046,14/08/2018,7,13,16,18,19,28,5
3045,11/08/2018,4,5,8,25,26,33,7
3044,07/08/2018,2,6,17,22,30,33,5
3043,04/08/2018,9,16,22,23,25,28,3
3042,02/08/2018,2,9,11,16,23,35,1
3041,31/07/2018,2,14,25,26,32,33,4
3040,28/07/2018,6,9,26,29,36,37,1
3039,24/07/2018,2,9,15,26,29,35,5
3038,22/07/2018,3,11,13,25,28,35,1
3037,17/07/2018,13,19,21,27,29,32,3
3036,14/07/2018,11,22,27,32,34,36,3
3035,10/07/2018,2,7,8,9,10,15,2
3034,07/07/2018,8,11,22,29,30,32,1
3033,05/07/2018,7,13,15,19,28,36,6
3032,03/07/2018,5,7,11,12,28,34,5
3031,30/06/2018,2,9,11,13,19,28,3
3030,26/06/2018,1,3,29,30,32,37,3
3029,23/06/2018,2,9,13,17,21,26,6
3028,21/06/2018,19,26,30,31,33,35,3
3027,19/06/2018,5,7,11,14,23,36,2
3026,16/06/2018,8,10,18,23,29,30,7
3025,12/06/2018,5,9,10,12,34,35,1
3024,09/06/2018,8,10,14,17,25,34,5
3023,07/06/2018,1,3,11,15,26,32,7
3022,05/06/2018,1,8,19,22,34,35,6
3021,02/06/2018,9,20,22,23,27,32,7
3020,29/05/2018,12,13,16,20,21,32,2
3019,26/05/2018,18,21,23,25,27,34,7
3018,22/05/2018,1,13,26,31,34,37,4
3017,20/05/2018,7,10,21,27,33,36,5
3016,15/05/2018,2,4,10,14,23,28,6
3015,12/05/2018,6,10,18,23,33,36,6
3014,10/05/2018,4,8,11,29,34,35,7
3013,08/05/2018,2,14,18,23,30,32,4
3012,05/05/2018,10,12,22,23,30,37,5
3011,01/05/2018,4,6,9,12,32,36,1
3010,28/04/2018,4,6,7,10,11,18,2
3009,26/04/2018,5,11,16,18,23,26,1
3008,24/04/2018,13,15,26,27,29,37,7
3007,21/04/2018,6,7,12,22,23,28,6
3006,16/04/2018,2,10,11,22,28,33,6
3005,14/04/2018,5,11,12,18,28,35,3
3004,10/04/2018,1,7,11,22,24,34,2
3003,08/04/2018,1,23,26,31,33,37,5
3002,03/04/2018,3,10,11,20,24,30,2
3001,31/03/2018,1,2,3,13,22,30,7
3000,27/03/2018,2,9,17,23,27,31,1
2999,24/03/2018,2,5,8,20,22,28,3
2998,20/03/2018,5,6,11,13,21,30,5
2997,17/03/2018,7,8,10,19,27,37,6
2996,13/03/2018,22,24,28,29,30,33,4
2995,10/03/2018,3,25,26,30,31,34,3
2994,08/03/2018,9,11,15,22,28,32,2
2993,06/03/2018,4,11,13,24,25,34,5
2992,03/03/2018,1,2,3,10,16,37,5
2991,27/02/2018,5,10,12,19,20,25,4
2990,24/02/2018,2,6,9,13,35,37,3
2989,20/02/2018,5,6,10,12,18,26,2
2988,17/02/2018,1,3,5,17,18,26,5
2987,13/02/2018,2,5,11,12,15,33,6
2986,10/02/2018,4,5,11,16,18,20,6
2985,06/02/2018,17,19,20,27,29,33,1
2984,03/02/2018,5,13,15,23,28,35,2
2983,01/02/2018,2,6,17,21,30,35,3
2982,30/01/2018,5,21,22,25,32,36,6
2981,27/01/2018,9,16,22,26,28,37,1
2980,23/01/2018,7,13,16,17,29,34,1
2979,20/01/2018,3,6,11,16,26,34,6
2978,16/01/2018,3,12,15,20,23,26,4
2977,13/01/2018,7,11,23,30,32,34,1
2976,09/01/2018,6,11,13,29,32,34,2
2975,06/01/2018,2,6,12,18,26,28,1
2974,04/01/2018,1,3,12,23,28,31,4
2973,02/01/2018,4,6,7,10,20,28,1
2972,30/12/2017,3,6,17,18,34,36,2
2971,28/12/2017,6,7,8,17,18,29,1
2970,26/12/2017,3,18,19,29,36,37,6
2969,23/12/2017,7,9,25,30,31,36,1
2968,19/12/2017,3,9,11,12,28,35,4
2967,16/12/2017,3,6,10,11,26,29,6
2966,12/12/2017,2,10,15,17,25,33,6
2965,09/12/2017,10,18,27,30,32,37,1
2964,07/12/2017,6,7,18,21,26,33,3
2963,05/12/2017,15,20,27,28,29,37,3
2962,02/12/2017,4,8,13,17,28,33,6
2961,28/11/2017,6,10,14,20,31,37,6
2960,25/11/2017,6,16,21,25,32,33,7
2959,21/11/2017,1,6,8,17,19,24,3
2958,18/11/2017,16,22,27,29,33,36,7
2957,14/11/2017,20,23,27,28,30,34,3
2956,11/11/2017,1,8,10,12,29,34,1
2955,07/11/2017,1,6,23,33,34,36,6
2954,04/11/2017,6,8,24,28,30,35,5
2953,02/11/2017,3,6,9,14,16,35,7
2952,31/10/2017,1,6,7,12,34,35,6
2951,28/10/2017,23,25,28,30,31,34,3
2950,24/10/2017,2,3,12,22,25,27,7
2949,21/10/2017,15,20,24,25,29,30,5
2948,19/10/2017,8,15,21,23,29,37,2
2947,17/10/2017,6,18,26,31,34,37,1
2946,14/10/2017,12,18,20,23,25,37,5
2945,10/10/2017,4,5,11,27,32,37,1
2944,07/10/2017,2,4,12,28,30,32,7
2943,03/10/2017,1,2,15,28,29,32,6
2942,01/10/2017,3,10,18,20,24,33,2
2941,26/09/2017,5,16,20,24,29,34,4
2940,24/09/2017,6,8,11,23,25,32,1
2939,19/09/2017,2,4,5,9,12,27,5
2938,16/09/2017,9,20,21,24,25,37,7
2937,12/09/2017,5,6,9,11,15,23,2
2936,09/09/2017,7,12,15,18,23,28,1
2935,07/09/2017,13,20,25,28,29,30,1
2934,05/09/2017,3,6,13,15,28,31,1
2933,02/09/2017,1,8,14,21,25,31,1
2932,29/08/2017,1,3,22,26,29,36,5
2931,26/08/2017,5,10,15,22,25,33,1
2930,24/08/2017,12,13,25,27,31,33,3
2929,22/08/2017,5,8,10,26,29,35,6
2928,19/08/2017,6,17,28,30,32,33,6
2927,15/08/2017,6,8,12,14,28,34,4
2926,12/08/2017,20,22,29,31,32,33,3
2925,08/08/2017,13,17,26,31,35,37,4
2924,05/08/2017,4,7,11,12,15,37,4
2923,03/08/2017,6,9,21,31,34,35,4
2922,01/08/2017,4,10,17,23,28,37,5
2921,29/07/2017,1,5,26,31,34,35,4
2920,25/07/2017,12,14,19,27,31,34,4
2919,22/07/2017,6,7,11,12,23,30,3
2918,18/07/2017,7,10,14,17,27,29,4
2917,15/07/2017,3,10,20,22,33,37,3
2916,11/07/2017,3,5,8,11,22,33,5
2915,08/07/2017,9,18,22,24,27,34,6
2914,06/07/2017,11,21,22,24,26,30,3
2913,04/07/2017,4,8,15,24,36,37,5
2912,01/07/2017,19,20,21,24,34,35,5
2911,27/06/2017,8,9,14,22,32,33,7
2910,24/06/2017,2,3,8,11,26,29,6
2909,20/06/2017,2,9,17,19,34,35,2
2908,17/06/2017,4,7,10,20,22,26,7
2907,15/06/2017,6,12,23,25,26,35,4
2906,13/06/2017,4,19,22,28,31,33,7
2905,10/06/2017,3,5,10,13,26,27,4
2904,06/06/2017,8,18,21,22,26,33,1
2903,03/06/2017,10,11,14,17,19,26,5
2902,31/05/2017,1,9,14,15,19,25,6
2901,27/05/2017,10,13,15,22,32,33,7
2900,23/05/2017,2,8,17,20,27,31,7
2899,20/05/2017,1,3,8,10,11,31,3
2898,16/05/2017,8,13,27,28,30,36,2
2897,13/05/2017,3,20,24,27,32,37,2
2896,11/05/2017,5,6,18,19,21,36,6
2895,09/05/2017,1,7,11,15,20,30,5
2894,06/05/2017,2,7,11,23,25,29,4
2893,03/05/2017,5,6,7,16,17,33,4
2892,29/04/2017,19,21,24,25,30,36,5
2891,25/04/2017,4,8,11,13,24,32,6
2890,22/04/2017,9,20,27,28,30,34,1
2889,18/04/2017,2,8,10,16,18,27,5
2888,15/04/2017,3,6,12,25,28,36,7
2887,12/04/2017,4,7,10,22,27,36,6
2886,08/04/2017,7,11,18,21,25,29,7
2885,06/04/2017,5,6,7,24,27,32,5
2884,04/04/2017,4,5,16,24,33,34,2
2883,01/04/2017,6,14,15,18,22,36,4
2882,28/03/2017,13,15,21,23,30,36,6
2881,25/03/2017,14,15,16,24,32,36,1
2880,23/03/2017,3,8,10,11,26,36,2
2879,21/03/2017,3,10,13,18,25,26,6
2878,18/03/2017,3,11,22,24,33,36,7
2877,14/03/2017,13,20,26,30,31,34,2
2876,11/03/2017,11,13,18,20,25,29,7
2875,07/03/2017,10,11,17,19,26,30,5
2874,04/03/2017,3,8,9,12,27,33,3
2873,28/02/2017,5,7,13,15,18,23,2
2872,25/02/2017,1,6,18,24,28,35,2
2871,21/02/2017,3,27,28,30,31,35,7
2870,18/02/2017,6,8,14,19,20,37,5
2869,14/02/2017,16,18,19,30,31,32,3
2868,11/02/2017,12,15,17,18,22,26,1
2867,07/02/2017,5,12,16,22,27,31,4
2866,04/02/2017,4,22,24,25,26,29,6
2865,31/01/2017,1,6,11,14,17,27,4
2864,28/01/2017,5,8,11,16,22,29,6
2863,24/01/2017,10,13,16,17,26,34,7
2862,21/01/2017,8,9,12,13,29,34,5
2861,17/01/2017,3,9,14,15,21,22,3
2860,14/01/2017,5,7,10,15,26,37,7
2859,10/01/2017,14,15,19,31,34,35,3
2858,07/01/2017,5,6,9,17,24,31,7
2857,03/01/2017,1,3,6,27,29,33,7
2856,31/12/2016,11,13,27,30,32,34,6
2855,27/12/2016,8,10,12,24,25,29,3
2854,24/12/2016,5,8,21,28,31,35,2
2853,20/12/2016,1,3,4,10,16,17,1
2852,17/12/2016,1,2,10,12,26,29,6
2851,13/12/2016,4,12,16,28,29,31,5
2850,10/12/2016,8,9,15,21,26,29,3
2849,06/12/2016,2,5,9,13,26,29,2
2848,03/12/2016,6,16,20,25,26,27,6
2847,29/11/2016,1,8,20,25,33,37,7
2846,26/11/2016,1,12,13,29,32,36,1
2845,22/11/2016,2,3,5,8,23,29,4
2844,19/11/2016,13,16,19,22,25,31,2
2843,15/11/2016,2,11,21,22,26,32,6
2842,12/11/2016,2,14,16,18,32,37,3
2841,08/11/2016,4,11,12,26,28,29,6
2840,05/11/2016,3,9,13,16,22,34,6
2839,01/11/2016,12,18,20,21,29,35,4
2838,29/10/2016,4,16,21,23,24,27,3
2837,25/10/2016,4,16,19,25,29,37,6
2836,22/10/2016,1,6,12,14,36,37,3
2835,18/10/2016,4,5,9,12,16,29,3
2834,15/10/2016,9,20,22,23,24,29,6
2833,10/10/2016,3,8,17,20,22,30,3
2832,08/10/2016,1,9,10,21,24,32,1
2831,05/10/2016,9,11,14,16,27,37,1
2830,01/10/2016,14,20,23,25,26,35,3
2829,27/09/2016,5,11,18,20,30,35,5
2828,24/09/2016,9,15,17,25,27,32,3
2827,20/09/2016,5,9,19,21,22,34,2
2826,17/09/2016,11,14,22,26,27,33,7
2825,13/09/2016,1,10,11,12,18,19,5
2824,10/09/2016,5,7,10,13,24,33,7
2823,06/09/2016,7,13,14,28,29,35,6
2822,03/09/2016,1,4,16,26,28,37,5
2821,30/08/2016,3,11,12,15,21,26,6
2820,27/08/2016,12,13,15,20,21,32,1
2819,23/08/2016,4,6,18,26,29,34,1
2818,20/08/2016,3,4,5,27,30,36,3
2817,16/08/2016,1,2,32,34,36,37,6
2816,14/08/2016,1,3,15,27,31,35,7
2815,09/08/2016,6,8,9,14,16,17,4
2814,06/08/2016,1,25,34,35,36,37,2
2813,02/08/2016,7,26,28,30,31,34,1
2812,30/07/2016,2,12,20,28,30,33,5
2811,26/07/2016,10,13,16,24,27,37,2
2810,23/07/2016,1,9,15,20,23,28,4
2809,19/07/2016,5,10,13,17,25,36,3
2808,16/07/2016,4,6,15,24,31,37,4
2807,12/07/2016,6,14,18,26,29,36,7
2806,09/07/2016,1,2,5,16,24,34,7
2805,05/07/2016,7,12,18,22,32,36,3
2804,02/07/2016,3,7,10,21,33,35,2
